RecID,Recipe Name,Chef Name,Recipe Category,Recipe Description,Serving Size (PAX),Portion Size (grams or ounces),Plate Category,Cuisine Type,Cooking Method,Yield (Servings),RecipeImageCategory,Energy(kcal/100g),Fat(g/100g),SatFat(g/100g),Carb(g/100g),Sugar(g/100g),AddedSugar(g/100g),Fiber(g/100g),Protein(g/100g),Sodium(mg/100g),Salt(mg/100g),Cholesterol(g/100g),Vitamin D (g/100g),Calcium (g/100g),Iron(g/100g),Potassium(g/100g),%ofFruitsVegNutsOil,NUTRIGRADE,Celery,Cereals w/ Gluten,Crustaceans,Egg,Fish,Lupin,Milk,Molluscan Shellfish,Mustard,nuts,Peanut,Sesame,Soy,Sulfites,ALLERGENCONTAINS
BRDE-PAF-060,Pasta Al Forno,Brito de Oliveira Porfirio,Pasta,Oven baked penne pasta with tomato sauce and mozzarella cheese.,4,340,Side Dish,International,WARM,1360,"Italian Pasta (Spaghetti, Lasagna, Tagliatelle)",184.21,8.41,3.55,24.19,5.31,0.55,2.19,7.35,351.19,883.79,0.16,0.01,0.19,1.21,0.36,20.5,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-PBP-109,Pork Babi Pangang,Brito de Oliveira Porfirio,Meat,Crispy roasted pork with sweet and sour sauce.,4,340,Main Dish,International,ROAST,1360,Roasted Pork,541.45,44.21,14.51,6.13,4.35,3.95,0.21,25.91,541.19,136.45,0.085,0.0002,0.021,1.35,0.43,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-PCB-035,Pork Cordon Bleu,Brito de Oliveira Porfirio,Meat,"Breaded pork stuffed with ham and cheese, fried until crispy.",4,340,Main Dish,International,FRIED,1360,Stir-Fry Pork,343.21,23.19,8.35,10.33,0.55,0,0.41,24.91,541.19,1373.95,0.073,0.0012,0.021,0.009,0.351,0,D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cereals w/ Gluten
BRDE-PCS-079,Pumpkin Cream Soup,Brito de Oliveira Porfirio,Soup,Smooth pumpkin soup finished with cream and mild seasoning.,4,250,Soup Of Day,International,WARM,1000,"Hearty Soups & Creams (Minestrone, Pumpkin Soup)",124.41,7.55,4.63,12.19,4.23,0,2.41,2.35,436.19,109.8,0.16,0.01,0.06,0.83,0.31,0.23,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Celery
BRDE-PG-035,Pork Gyros,Brito de Oliveira Porfirio,Meat,Greek-style grilled pork served with pita and herbs.,4,320,Main Dish,International,GRILL,1280,Grilled Pork,245.12,14.51,4.23,6.21,1.35,0,0.51,23.19,351.19,883.95,0.065,0.0012,0.021,1.51,0.351,5.12,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-PGWGS-173,Pork Gratin With Garlic Sauce,Brito de Oliveira Porfirio,Meat,Baked pork strips covered with creamy garlic sauce and cheese,4,350,Main Dish,,BAKE,,Stir-Fry Pork,343.21,24.19,10.31,6.51,1.19,0,0.41,23.19,434.79,109.35,0.065,0.0012,0.193,1.051,0.394,5.23,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-PKM-042,PORK KETJAP MANIS,Brito de Oliveira Porfirio,Meat,Indonesian sweet soy pork cooked with garlic and spices.,4,330,Main Dish,International,FRIED,1320,Stir-Fry Pork,343.21,24.19,8.35,12.11,6.53,5.29,0.35,23.41,434.12,109.28,0.065,0.0012,0.021,1.53,0.43,0.05,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-PM-100,Pizza Margherita,Brito de Oliveira Porfirio,Pizza,"Classic Italian pizza with tomato, mozzarella and fresh basil.",4,280,Main Dish,International,WARM,1120,Street Food,282.41,12.19,7.29,28.49,4.31,0.51,2.41,10.39,351.19,883.79,0.03,0.001,0.28,0.02,0.14,23.11,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-PM-147,Pizza Margherita,Brito de Oliveira Porfirio,Pizza,,4,280,Main Dish,,BAKE,,Street Food,282.41,10.39,3.55,35.19,4.31,1.43,2.51,9.35,434.29,109.57,0.17,0.01,0.21,1.93,0.24,23.53,B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cereals w/ Gluten
BRDE-PP&J-146,Pizza Pepperoni & Jalapeno,Brito de Oliveira Porfirio,Pizza,,4,280,Main Dish,,BAKE,,Street Food,344.21,17.39,6.93,34.19,5.31,1.43,2.55,12.93,543.85,136.96,0.23,0.01,0.24,2.19,0.36,14.29,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cereals w/ Gluten
BRDE-PP-035,Pork Pulled,Brito de Oliveira Porfirio,Meat,Slow cooked shredded pork shoulder with BBQ seasoning.,4,350,Main Dish,International,BRAISED,1400,Roasted Pork,343.21,24.19,8.51,6.31,4.21,3.91,0.51,23.19,451.19,114.29,0.071,0.0012,0.021,1.51,0.381,5.19,C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Soy
BRDE-PP-067,Pesto Pasta,Brito de Oliveira Porfirio,Pasta,Spaghetti with basil pesto and parmesan cheese.,4,300,Side Dish,International,WARM,1200,"Italian Pasta (Spaghetti, Lasagna, Tagliatelle)",384.21,20.55,3.93,44.19,2.51,0,2.41,12.31,433.19,109.29,0.13,0.01,0.22,1.53,0.24,10,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-PS-035,Pork Shawarma,Brito de Oliveira Porfirio,Meat,Middle Eastern style marinated pork roasted with spices.,4,330,Main Dish,International,ROAST,1320,Roasted Pork,243.41,14.29,4.23,6.19,1.41,0,0.51,23.19,351.19,883.95,0.065,0.0012,0.021,1.31,0.43,5.12,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-PS-041,Pork Steak,Brito de Oliveira Porfirio,Meat,Grilled pork steak seasoned with salt and pepper.,4,320,Main Dish,International,GRILL,1280,Grilled Pork,216.67,12.5,4.17,0,0,0,0,23.33,250,250,0.08,0.004,0.005,0.93,0.36,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-PS-042,Pork Satay,Brito de Oliveira Porfirio,Meat,Grilled pork skewers served with peanut sauce.,4,320,Main Dish,International,GRILL,1280,Skewers,245.12,17.35,6.23,4.21,1.19,0.45,0.51,23.19,351.19,89.12,0.065,0.0012,0.021,1.23,0.43,12.5,B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Peanut
BRDE-PS-100,Pizza Salami,Brito de Oliveira Porfirio,Pizza,"Pizza with tomato sauce, mozzarella and sliced salami.",4,300,Main Dish,International,WARM,1200,Street Food,344.21,18.19,7.31,30.55,4.21,1.19,2.35,14.19,541.9,136,0.031,0.0012,0.283,1.53,0.235,23.11,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-PSR-042,Pork Spare Ribs,Brito de Oliveira Porfirio,Meat,Slow roasted pork ribs glazed with BBQ sauce,4,360,Main Dish,International,ROAST,1440,Roasted Pork,344.21,26.45,9.13,6.23,4.21,3.45,0.35,23.19,541.19,137.35,0.075,0.0012,0.023,1.21,0.43,0.05,C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Soy
BRDE-PSWM-126,Pork Steak With Mushrooms,Brito de Oliveira Porfirio,Meat,Grilled pork loin steak served with sautéed mushrooms and garlic.,4,330,Main Dish,,GRILL,,Grilled Pork,243.41,14.29,4.23,0.83,0.23,0,0.25,29.41,433.33,109.33,0.074,0.0012,0.012,1.53,442.86,5.17,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-PSWMS-178,Pork Schnitzel With Mushroom Sauce,Brito de Oliveira Porfirio,Meat,Breaded pork loin cutlets fried until golden and served with creamy mushroom sauce.,4,350,Main Dish,,FRIED,,Breaded Pork,344.21,23.19,8.51,14.29,2.35,0.35,1.41,25.61,541.19,135.85,0.073,0.0003,0.021,0.0021,0.351,14.29,C,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"Celery, Cereals w/ Gluten, Egg"
BRDE-PSWSAC-139,Pork Stuffed With Spinach And Cheese,Brito de Oliveira Porfirio,Meat,Pork loin stuffed with spinach and melted cheese.,4,340,Main Dish,,BAKE,,Breaded Pork,243.19,14.41,6.35,0.41,0.04,0,0.11,23.19,433.75,109.34,0.065,0.0012,0.017,0.0018,0.043,5.26,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-PV-100,Pizza Vegetables,Brito de Oliveira Porfirio,Pizza,Pizza topped with mixed vegetables and cheese.,4,300,Main Dish,International,WARM,1200,Street Food,244.41,9.45,3.55,28.29,5.39,1.19,2.55,7.35,351.19,883.79,0.12,0.001,0.18,1.21,0.35,34.12,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-PWSAS-157,Pasta With Spinach And Salmon,Brito de Oliveira Porfirio,Pasta,"Pasta with salmon, spinach, garlic and creamy sauce.",4,340,Main Dish,,BOIL,,"Stewed Beef (Goulash, Beef Bourguignon)",243.41,12.19,6.35,20.51,2.31,0,2.55,20.39,351.19,88,0.43,0.0012,0.17,1.81,0.43,23.53,B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fish
BRDE-RCD-134,Roast Chicken Drums,Brito de Oliveira Porfirio,Meat,Oven-roasted chicken drumsticks,4,330,Main Dish,International,ROAST,,Roasted Chicken,165.38,8.41,2.23,0,0,0,0,24.19,433.33,109.33,0.065,0.005,0.012,0.93,0.24,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-RCL-161,Roast Chicken Legs,Brito de Oliveira Porfirio,Meat,Oven-roasted chicken legs seasoned with herbs.,4,340,Main Dish,,ROAST,,Roasted Chicken,216.67,12.35,3.45,0.35,0,0,0,24.85,433.33,109.33,0.065,0.005,0.015,0.85,0.235,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-RCW-012,Roast Chicken Wings,Brito de Oliveira Porfirio,Meat,Crispy roasted chicken wings seasoned with spices.,4,300,Main Dish,International,ROAST,1200,Grilled Chicken,243.85,14.29,3.93,0,0,0,0,24.38,433.33,109.33,0.065,0.0015,0.015,0.93,0.225,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-RD-019,Roast Duck,Brito de Oliveira Porfirio,Meat,Crispy roasted duck with aromatic spices.,4,340,Main Dish,International,ROAST,1360,Grill Duck,274.41,20.55,5.51,0.07,0.02,0,0,23.41,433.75,109.36,0.074,0.0003,0.011,0.0018,0.23,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-RDIOS-108,Roast Duck in Orange Sauce,Brito de Oliveira Porfirio,Meat,Roasted duck served with sweet orange sauce.,4,350,Main Dish,International,ROAST,1400,Grill Duck,243.11,14.29,4.21,6.39,4.21,1.49,0.29,23.19,351.43,88.57,0.08,0.0003,0.011,0.93,0.24,5.71,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-RG-073,Rice Goreng,Brito de Oliveira Porfirio,Rice & Grains,Indonesian fried rice with vegetables and soy sauce.,4,320,Side Dish,International,FRIED,1280,"Rice Stir-Fry (Fried Rice, Nasi Goreng)",173.41,3.47,0.53,28.15,1.41,0,1.41,3.55,351.19,88.38,0,0,0.03,0.63,0.73,23.53,C,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Soy
BRDE-RLL-042,Roast Lamb Leg,Brito de Oliveira Porfirio,Meat,Herb-marinated lamb leg roasted until tender and flavorful.,4,350,Main Dish,International,ROAST,1400,Roast Lamb,245.12,17.35,6.23,0.35,0.02,0,0.05,24.19,420.91,1054.77,0.08,0.0012,0.014,0.0025,0.035,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-RNWV-129,Rice Noodles With Vegetables,Brito de Oliveira Porfirio,Vegetables,Rice noodles stir fried with vegetables.,4,320,Main Dish,,STIR FRY,,Stir-Fried Noodles (Asian Style),154.41,2.53,0.35,28.29,4.23,0,2.41,3.35,351.19,88.38,0,0,0.03,0.73,0.24,63.16,B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Soy
BRDE-RP-099,Roast Potatoes,Brito de Oliveira Porfirio,Pasta,Crispy roasted potatoes with herbs.,4,250,Side Dish,International,ROAST,1000,Potatoes,118.19,2.51,0.37,24.19,1.19,0,2.39,2.39,13.19,33.19,0,0,0.012,0.65,0.52,0.95,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-RP-122,Roast Piglet,Brito de Oliveira Porfirio,Meat,Whole young piglet roasted until tender with crispy skin,4,360,Main Dish,,ROAST,,Roasted Pork,343.21,24.59,8.19,0,0,0,0,23.19,420,1056,0.065,0.0012,0.011,0.0018,0.035,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-RPL-035,Roast Pork Loin,Brito de Oliveira Porfirio,Meat,Oven-roasted pork loin seasoned with herbs and garlic.,4,350,Main Dish,International,ROAST,1400,Roasted Pork,243.45,11.23,3.51,0.35,0.12,0,0.12,29.41,434.12,109.28,0.085,0.0012,0.023,1.53,0.54,2.14,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-RPN-132,Roast Pork Neck,Brito de Oliveira Porfirio,Meat,Slow-roasted pork neck seasoned with herbs.,4,340,Main Dish,,ROAST,,Roasted Pork,343.21,24.59,8.41,0.41,0.04,0,0.13,25.19,434.78,109.69,0.073,0.0003,0.015,0.002,0.394,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-RR-019,Roast Rabbit,Brito de Oliveira Porfirio,Meat,Herb-marinated rabbit roasted until tender.,4,330,Main Dish,International,ROAST,1320,Roasted Chicken,194.41,8.31,2.11,0.41,0.04,0,0.11,26.19,433.33,109.33,0.074,0.0012,0.021,2.31,0.35,5.31,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-RS-057,Roast Salmon,Brito de Oliveira Porfirio,Fish & Seafood,"Oven roasted salmon fillet seasoned with dill, lemon and olive oil.",4,320,Main Dish,International,ROAST,1280,Fish Dishes (General),208.29,12.37,2.14,0,0,0,0,20.57,63.11,158.75,0.057,0.00064,0.012,0.0013,0.36,0,A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fish
BRDE-RT-012,Roast Turkey,Brito de Oliveira Porfirio,Meat,Oven-roasted turkey seasoned with herbs and spices.,4,350,Main Dish,International,ROAST,1400,Grill Duck,165.38,3.59,1.02,0,0,0,0,30.46,240,600,0.075,0.005,0.015,0.85,0.35,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-RV-079,Roast Vegetables,Brito de Oliveira Porfirio,Vegetables,Mixed vegetables roasted with olive oil and herbs until tender.,4,220,Side Dish,International,ROAST,880,Roasted Vegetables,46.19,0.73,0.11,9.41,4.83,0,2.33,1.45,104.55,262.88,0,0,0.03,0.63,0.42,100,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-RW-118,Roast Wedges,Brito de Oliveira Porfirio,Potatoes,Oven-roasted potato wedges,4,250,Side Dish,,ROAST,,"Hearty Soups & Creams (Minestrone, Pumpkin Soup)",134.41,3.33,0.47,24.19,1.19,0,2.44,2.44,245.19,620.48,0,0,0.012,0.73,0.59,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-RWV-094,Rice with Vegetables,Brito de Oliveira Porfirio,Rice & Grains,Mixed vegetables grilled with olive oil and herbs.,4,250,Side Dish,International,WARM,1000,Rice,154.21,2.33,0.36,28.15,2.21,0,2.51,3.44,1.41,0.35,0,0,0.02,0.73,0.24,43.21,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-SCS-115,Spinach Cream Sauce,Brito de Oliveira Porfirio,Sauce,Creamy spinach sauce with garlic and parmesan.,4,80,Side Dish,,SAUTÉ,320,Vegetarian Dish,233.19,20.31,13.19,6.41,2.35,0,2.19,6.29,434.69,109.37,0.06,0.001,0.16,0.73,0.31,20,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-SE-172,Spinach Enchiladas,Brito de Oliveira Porfirio,Wraps & Sandwiches,"Wheat tortillas filled with spinach and cheese, covered with tomato sauce and baked until golden.",4,330,Side Dish,,BAKE,,Wraps-Tortillas,243.41,12.19,7.31,24.39,4.23,0.51,3.45,10.35,434.59,109.39,0.03,0.001,0.23,2.19,0.35,34.21,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-SF-096,Steam Fish,Brito de Oliveira Porfirio,Fish & Seafood,Steamed fish  fillet with ginger and light soy sauce.,4,300,Main Dish,International,STEAM,1200,Fish Dishes (General),112.41,0.77,0.14,0.04,0,0,0,23.45,433.33,109.33,0.059,0.0003,0.012,0.0013,0.394,0,B,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"Fish, Soy"
BRDE-SFB-027,Stir Fried Beef,Brito de Oliveira Porfirio,Meat,Thinly sliced beef stir-fried quickly with vegetables and soy sauce.,4,320,Main Dish,Arabic,FRIED,1280,Stir-Fry Beef,173.41,8.31,1.83,4.39,2.21,0.25,1.35,23.19,351.19,883.79,0.06,0,0.02,0.02,0.35,23.55,B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Soy
BRDE-SFBWV-177,Stir Fried Beef With Vegetables,Brito de Oliveira Porfirio,Meat,Beef strips stir-fried with mixed vegetables and soy-based sauce.,4,340,Main Dish,,STIR FRY,,Stir-Fry Beef,173.41,8.53,1.83,6.29,2.41,0,2.35,23.19,434.12,109.28,0.061,0,0.033,2.35,0.533,44.12,B,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"Fish, Soy"
BRDE-SFC-114,Stir Fried Chicken,Brito de Oliveira Porfirio,Meat,Chicken strips stir fried with vegetables,4,320,Main Dish,,STIR FRY,,Stir-Fry Chicken,173.41,8.31,2.19,4.69,2.19,0,1.25,23.44,433.75,109.38,0.065,0.0012,0.015,0.93,0.43,23.08,B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Soy
BRDE-SFP-035,Stir Fried Pork,Brito de Oliveira Porfirio,Meat,Thin pork slices quickly stir fried with vegetables and soy sauce.,4,320,Main Dish,International,FRIED,1280,Stir-Fry Pork,243.15,14.21,2.51,6.35,2.19,0,1.41,23.19,351.19,88.35,0.065,0.0012,0.015,1.31,0.43,23.19,B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Soy
BRDE-SO-160,Spinach Omelette,Brito de Oliveira Porfirio,Plant-Based,"Soft omelette made with eggs, spinach and mild seasoning.",4,220,Main Dish,,FRIED,,"Egg-Based Dishes (Omelet, Frittata, Shakshuka)",154.41,9.53,2.93,2.55,1.21,0,1.21,12.19,251.19,635.48,0.23,0.0012,0.15,0.01,0.23,20.5,B,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Egg, Milk"
BRDE-SP-067,Seafood Pasta,Brito de Oliveira Porfirio,Pasta,"Linguine pasta with shrimp, mussels and garlic tomato sauce.",4,330,Main Dish,International,WARM,1320,"Italian Pasta (Spaghetti, Lasagna, Tagliatelle)",184.21,6.39,0.93,24.19,2.51,0,2.41,14.29,433.91,109.24,0.43,0.01,0.04,1.53,0.34,20,B,0,0,1,0,1,0,0,1,0,0,0,0,0,0,"Crustaceans, Fish, Molluscan Shellfish"
BRDE-SP-074,Spanish Potaoes,Brito de Oliveira Porfirio,Rice & Grains,Crispy fried potatoes served with spiced tomato sauce.,4,250,Side Dish,International,FRIED,1000,Potatoes,184.21,8.51,1.21,24.19,1.41,0.41,2.51,2.31,241.19,612.91,0,0,0.05,0.71,0.94,20,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-SP-167,Seafood Paella,Brito de Oliveira Porfirio,Fish & Seafood,"Spanish-style rice dish cooked with seafood, vegetables, saffron and stock.",4,380,Main Dish,,STEWED,,"Shellfish Dishes (Shrimp, Mussels, Clams)",173.41,4.23,0.63,24.19,2.35,0,1.43,12.31,434.59,109.39,0.43,0,0.04,1.31,0.43,34.21,B,0,0,1,0,1,0,0,1,0,0,0,0,0,0,"Crustaceans, Fish, Molluscan Shellfish"
BRDE-SP-180,Stuffed Peppers,Brito de Oliveira Porfirio,Vegetables,"Bell peppers filled with seasoned ground beef, rice, tomato sauce and vegetables.",4,360,Side Dish,,BAKE,,Meat Stuffed Vegetables,154.41,7.31,1.93,14.19,4.35,0.45,2.93,12.25,241.19,606.95,0.29,0.01,0.03,0.01,0.35,67.39,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-SPF-103,Sweet Potatoes Fries,Brito de Oliveira Porfirio,Pasta,Crispy fried sweet potato sticks.,4,250,Side Dish,International,DEEP FRIED,1000,French Fries,192.41,9.45,1.41,24.39,4.33,0,2.46,1.49,97.01,245.03,0,0,0.03,0.62,0.52,80,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-SS-124,Sauerkraut Soup,Brito de Oliveira Porfirio,Soup,"Hearty sauerkraut soup with smoked sausage, potatoes and vegetables.",4,300,Soup Of Day,,STEWED,,"Hearty Soups & Creams (Minestrone, Pumpkin Soup)",83.19,2.41,0.73,12.19,2.41,0,2.35,2.94,434.69,109.37,0.16,0,0.03,0.73,0.36,0.55,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Celery
BRDE-SV-079,Steam Vegetables,Brito de Oliveira Porfirio,Vegetables,Mixed vegetables gently steamed,4,220,Side Dish,International,STEAM,880,Steamed Vegetables,34.21,0.41,0.06,6.77,2.14,0,2.51,2.17,44.09,111.09,0,0,0.06,0.83,0.36,100,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-SV-096,Steam Vegetables,Brito de Oliveira Porfirio,Vegetables,Mixed vegetables lightly steamed to preserve nutrients.,4,220,Side Dish,International,STEAM,880,Steamed Vegetables,34.21,0.41,0.06,6.85,2.55,0,2.51,2.21,20.45,51.13,0,0,0.04,0.73,0.31,100,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-TC-002,Thai Chicken,Brito de Oliveira Porfirio,Meat,Coconut-based Thai curry with aromatic spices.,4,330,Main Dish,Arabic,FRIED,1320,Stir-Fry Chicken,243.11,14.21,10.35,6.45,1.21,0,0.81,23.19,351.19,88.45,0.065,0.0012,0.021,0.93,0.35,12.5,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Fish, Milk"
BRDE-TP-140,Tomato Pasta,Brito de Oliveira Porfirio,Pasta,Simple pasta served with tomato sauce.,4,300,Side Dish,,BOIL,,"Italian Pasta (Spaghetti, Lasagna, Tagliatelle)",156.19,3.41,0.54,28.15,4.35,0,2.41,4.31,251.19,633.79,0,0,0.02,0.81,0.36,20,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-TS-058,Tomato Spaghetti,Brito de Oliveira Porfirio,Pasta,"Classic spaghetti served with tomato sauce, garlic and basil.",4,300,Side Dish,International,WARM,1200,"Italian Pasta (Spaghetti, Lasagna, Tagliatelle)",156.19,3.41,0.53,26.19,4.39,0,2.19,4.29,251.19,632.38,0,0,0.02,0.73,0.36,20,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-TSWGBALS-175,Turkey Steak With Garlic Butter And Lemon Sauce,Brito de Oliveira Porfirio,Meat,Grilled turkey breast steak served with garlic butter and fresh lemon sauce.,4,330,Main Dish,,GRILL,,Grilled Chicken,162.41,3.59,1.23,0.31,0.05,0,0.05,31.19,434.55,109.38,0.075,0.0012,0.012,0.93,0.33,5,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Celery
BRDE-VL-067,Vegetarian Lasagna,Brito de Oliveira Porfirio,Vegetables,"Baked lasagna with vegetables, tomato sauce, ricotta and mozzarella cheese.",4,360,Main Dish,International,WARM,1440,"Italian Pasta (Spaghetti, Lasagna, Tagliatelle)",174.41,9.23,4.93,15.19,6.35,0.71,2.51,7.39,351.19,88.23,0.23,0.01,0.19,0.93,0.43,43.21,B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Egg
BRDE-VP-062,Vegetable Pasta,Brito de Oliveira Porfirio,Pasta,Pasta with sautéed vegetables and herbs.,4,320,Side Dish,International,WARM,1280,"Italian Pasta (Spaghetti, Lasagna, Tagliatelle)",154.41,3.41,0.51,26.19,4.31,0,2.61,4.39,2.51,0.63,0,0,0.02,0.81,0.43,43.21,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
BRDE-WR-092,White Rice,Brito de Oliveira Porfirio,Rice & Grains,Steamed plain white rice,4,200,Side Dish,International,STEAM,800,Rice,130,0.2,0,28.5,0.1,0,0.2,2.7,1.2,3,0,0,0.001,0.2,0.1,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
KUJE-BC-021,Brownie Cake,Kulisauskiene Jelena ,Sauce,,10,100,Cake,,BAKE,,"Desserts & Pastries (Cakes, Pies, Puddings)",384.21,20.51,12.35,43.19,26.41,26.41,2.35,4.92,104.21,261.05,0.13,0.01,0.02,0.51,0.21,0,D,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Egg
KUJE-BDIAG-010,Banoffee Dessert In A Glass,Kulisauskiene Jelena ,Sauce,,4,150,Dessert,,RAW,,"Desserts & Pastries (Cakes, Pies, Puddings)",384.21,23.19,14.35,43.11,26.39,14.11,2.35,3.41,135.91,342.28,0.04,0.01,0.13,0.83,0.42,21.19,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
KUJE-BSWGB-003,Beef Soup With Green Beans,Kulisauskiene Jelena ,Soup,,4,250,Soup Of Day,,BOIL,,"Hearty Soups & Creams (Minestrone, Pumpkin Soup)",83.41,2.31,0.73,10.19,2.35,0,1.93,6.29,241.19,61.13,0.16,0,0.02,0.73,0.31,0.43,B,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Celery, nuts"
KUJE-CCDWCA-013,Cottage Cheese Dessert With Canned Apricots,Kulisauskiene Jelena ,Sauce,,6,200,Dessert,,RAW,,"Desserts & Pastries (Cakes, Pies, Puddings)",154.41,7.35,4.67,14.19,12.55,5,0,10.35,50,12.5,0.025,0.001,0.072,0.23,0.17,20,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
KUJE-CEWWC-009,Classic Eclairs With Wipped Cream,Kulisauskiene Jelena ,Sauce,,14,100,Cake,,BAKE,,"Desserts & Pastries (Cakes, Pies, Puddings)",384.21,23.19,14.51,43.11,25.39,20.21,1.21,6.35,210.19,529.19,0.12,0.01,0.13,0.92,0.85,10.21,C,0,0,0,1,0,0,1,0,0,1,0,0,0,0,"Egg, Milk, nuts"
KUJE-CLC-016,Caramel Lazy Cake,Kulisauskiene Jelena ,Sauce,,10,100,Cake,,RAW,,"Desserts & Pastries (Cakes, Pies, Puddings)",384.19,20.41,13.41,47.19,30.41,24.19,0.69,4.31,141.19,355.19,0.03,0.001,0.15,0.51,0.42,0,D,0,1,0,0,0,0,1,0,0,1,0,0,0,0,"Cereals w/ Gluten, Milk, nuts"
KUJE-CPCWCC-017,Chocolate Panna Cotta With Cherry Compote,Kulisauskiene Jelena ,Sauce,,4,200,Dessert,,BOIL,,"Desserts & Pastries (Cakes, Pies, Puddings)",233.19,17.41,11.23,23.19,18.41,14.29,1.41,4.23,43.75,11.04,0.051,0.0012,0.131,0.631,0.231,21.19,C,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Milk, nuts"
